Total network energy = 2.60e+09 pJ
Total network latency = 6.42e+06 cycles
         233503864 function calls (233190351 primitive calls) in 125.067 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    54813    0.107    0.000    0.173    0.000 SpatialMappingInternal.py:63(get_unrolling_all)
   292336    0.139    0.000    0.172    0.000 SpatialMappingInternal.py:57(get_unrolling)
    54813    0.098    0.000    0.169    0.000 MemoryAllocator.py:167(<listcomp>)
        5    0.000    0.000    0.168    0.034 schema.py:52(__init__)
        7    0.000    0.000    0.166    0.024 schema.py:268(_validate)
   426/10    0.001    0.000    0.166    0.017 validator.py:1065(__validate_unknown_fields)
    18300    0.085    0.000    0.163    0.000 multipermute.py:72(permutations)
   182/24    0.000    0.000    0.162    0.007 validator.py:1138(_validate_check_with)
     42/7    0.000    0.000    0.162    0.023 validator.py:1319(_validate_anyof)
     42/7    0.001    0.000    0.162    0.023 validator.py:1292(__validate_logical)
        2    0.000    0.000    0.161    0.080 UpgradedValidator.py:23(validate)
   248210    0.083    0.000    0.161    0.000 {built-in method builtins.getattr}
     1116    0.012    0.000    0.157    0.000 axis.py:2550(get_tick_space)
      558    0.002    0.000    0.157    0.000 bezier.py:316(split_bezier_intersecting_with_closedpath)
     4144    0.013    0.000    0.157    0.000 artist.py:1467(get_valid_values)
       62    0.001    0.000    0.155    0.003 axis.py:2635(_update_label_position)
    54999    0.108    0.000    0.155    0.000 SpatialMappingInternal.py:167(<listcomp>)
    47/46    0.000    0.000    0.154    0.003 <frozen importlib._bootstrap_external>:1232(create_module)
    47/46    0.057    0.001    0.154    0.003 {built-in method _imp.create_dynamic}
        1    0.000    0.000    0.154    0.154 pycode.py:1(<module>)
        1    0.000    0.000    0.151    0.151 rcsetup.py:1(<module>)
        1    0.000    0.000    0.151    0.151 codeprinter.py:1(<module>)
    18271    0.051    0.000    0.149    0.000 cost_model.py:573(calc_mac_energy_cost)
        3    0.000    0.000    0.147    0.049 utils.py:30(open_yaml)
        3    0.000    0.000    0.147    0.049 __init__.py:117(safe_load)
        3    0.000    0.000    0.147    0.049 __init__.py:74(load)
        3    0.000    0.000    0.146    0.049 constructor.py:47(get_single_data)
10166/9044    0.027    0.000    0.146    0.000 copy.py:259(_reconstruct)
        1    0.000    0.000    0.146    0.146 contour.py:1(<module>)
    73084    0.103    0.000    0.143    0.000 MemoryAllocator.py:279(<dictcomp>)
     42/9    0.000    0.000    0.142    0.016 schema.py:393(_check_with_schema)
    18271    0.075    0.000    0.140    0.000 cost_model.py:1066(calc_overall_latency)
     1488    0.004    0.000    0.140    0.000 ticker.py:214(format_ticks)
  1070569    0.140    0.000    0.140    0.000 datatypes.py:17(name)
   552168    0.139    0.000    0.139    0.000 {built-in method builtins.min}
    46/15    0.000    0.000    0.138    0.009 schema.py:341(_check_with_bulk_schema)
        3    0.000    0.000    0.138    0.046 composer.py:29(get_single_node)
    18271    0.091    0.000    0.138    0.000 TemporalMapping.py:58(<dictcomp>)
        3    0.000    0.000    0.138    0.046 composer.py:50(compose_document)
   1613/3    0.004    0.000    0.138    0.046 composer.py:63(compose_node)
    19117    0.017    0.000    0.136    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.136    0.136 backend_bases.py:1(<module>)
        1    0.000    0.000    0.135    0.135 partfrac.py:1(<module>)
      558    0.025    0.000    0.135    0.000 bezier.py:113(find_bezier_t_intersecting_with_closedpath)
        1    0.000    0.000    0.135    0.135 decorator.py:59(xthreaded)
        1    0.000    0.000    0.135    0.135 decorator.py:10(threaded_factory)
   146202    0.104    0.000    0.135    0.000 mapping_assist_funcs.py:45(<dictcomp>)
   721902    0.134    0.000    0.134    0.000 layer_attributes.py:61(__init__)
   119/36    0.001    0.000    0.134    0.004 composer.py:117(compose_mapping_node)
  688/476    0.002    0.000    0.130    0.000 validator.py:627(__init_processing)
       62    0.000    0.000    0.129    0.002 axis.py:1133(set_clip_path)
   225574    0.084    0.000    0.129    0.000 {built-in method builtins.all}
   119/16    0.001    0.000    0.127    0.008 composer.py:99(compose_sequence_node)
     1134    0.002    0.000    0.126    0.000 utils.py:386(disp_trim)
        1    0.000    0.000    0.126    0.126 multiarray.py:1(<module>)
    18271    0.064    0.000    0.125    0.000 CostModelStage.py:19(__init__)
    73084    0.083    0.000    0.125    0.000 MemoryAllocator.py:106(<listcomp>)
     4888    0.003    0.000    0.124    0.000 parser.py:94(check_event)
        1    0.000    0.000    0.124    0.124 overrides.py:1(<module>)
    18271    0.083    0.000    0.124    0.000 TemporalMapping.py:118(<dictcomp>)
    18271    0.054    0.000    0.123    0.000 MemoryAllocator.py:53(<dictcomp>)
     7178    0.076    0.000    0.123    0.000 inspect.py:863(cleandoc)
    54813    0.089    0.000    0.123    0.000 TemporalMapping.py:99(<listcomp>)
       93    0.001    0.000    0.122    0.001 patches.py:4404(get_path)
   107688    0.058    0.000    0.122    0.000 __init__.py:745(__getitem__)
    54999    0.092    0.000    0.118    0.000 SpatialMappingInternal.py:153(<listcomp>)
       31    0.001    0.000    0.117    0.004 save_stages.py:57(save_to_json)
        1    0.000    0.000    0.117    0.117 backends.py:1(<module>)
        3    0.000    0.000    0.114    0.038 text.py:1(<module>)
   407767    0.114    0.000    0.114    0.000 memory_port.py:68(__str__)
     1519    0.012    0.000    0.113    0.000 text.py:157(_reset_visual_defaults)
        2    0.000    0.000    0.113    0.057 backends.py:212(_get_backends)
        2    0.000    0.000    0.113    0.057 __init__.py:1021(entry_points)
    73906    0.079    0.000    0.112    0.000 <class 'networkx.utils.decorators.argmap'> compilation 8:1(argmap_topological_generations_5)
        2    0.000    0.000    0.112    0.056 __init__.py:473(load)
    36542    0.089    0.000    0.112    0.000 Mapping.py:463(<dictcomp>)
      364    0.000    0.000    0.112    0.000 __init__.py:1038(<genexpr>)
        1    0.000    0.000    0.111    0.111 _axes.py:1(<module>)
      434    0.004    0.000    0.109    0.000 text.py:918(get_window_extent)
    36542    0.086    0.000    0.108    0.000 Mapping.py:479(<dictcomp>)
    36542    0.095    0.000    0.108    0.000 Mapping.py:109(<dictcomp>)
       32    0.010    0.000    0.108    0.003 __init__.py:120(dump)
  419/258    0.001    0.000    0.107    0.000 validator.py:234(_error)
    18271    0.070    0.000    0.107    0.000 TemporalMapping.py:122(<dictcomp>)
        1    0.000    0.000    0.106    0.106 WorkloadParserStage.py:53(_parse_mapping_data)
        1    0.000    0.000    0.106    0.106 WorkloadParserStage.py:56(parse_mapping_data)
     7113    0.007    0.000    0.105    0.000 inspect.py:844(getdoc)
   425271    0.103    0.000    0.103    0.000 Loop.py:7(__init__)
     9858    0.017    0.000    0.103    0.000 bezier.py:226(point_at_t)
  846/708    0.001    0.000    0.101    0.000 errors.py:298(add)
      744    0.003    0.000    0.101    0.000 ticker.py:721(set_locs)
        1    0.099    0.099    0.100    0.100 {built-in method _pickle.load}
 7534/708    0.019    0.000    0.100    0.000 errors.py:261(add)
      362    0.000    0.000    0.099    0.000 __init__.py:634(entry_points)
    83466    0.037    0.000    0.097    0.000 <frozen abc>:117(__instancecheck__)
      499    0.095    0.000    0.097    0.000 {built-in method io.open}
    12591    0.010    0.000    0.097    0.000 scanner.py:113(check_token)
        1    0.000    0.000    0.096    0.096 MappingValidator.py:111(validate)
     7595    0.007    0.000    0.095    0.000 __init__.py:272(_compile)
    36542    0.070    0.000    0.094    0.000 Mapping.py:145(<listcomp>)
    10416    0.049    0.000    0.094    0.000 bezier.py:208(__call__)
      363    0.002    0.000    0.092    0.000 __init__.py:931(read_text)
   365792    0.092    0.000    0.092    0.000 Accelerator.py:28(<genexpr>)
     1178    0.005    0.000    0.092    0.000 backend_agg.py:249(_prepare_font)
5146/4960    0.004    0.000    0.092    0.000 _base.py:850(viewLim)
60198/30099    0.012    0.000    0.092    0.000 encoder.py:414(_iterencode)
      992    0.010    0.000    0.092    0.000 axis.py:332(_apply_params)
       31    0.001    0.000    0.092    0.003 nx_pylab.py:318(draw_networkx_nodes)
142693/122388    0.049    0.000    0.091    0.000 artist.py:316(stale)
5239/5053    0.009    0.000    0.090    0.000 _base.py:836(_unstale_viewLim)
     4743    0.014    0.000    0.090    0.000 axis.py:432(update_position)
    18271    0.088    0.000    0.088    0.000 cost_model.py:835(<listcomp>)
     2511    0.008    0.000    0.088    0.000 transforms.py:1482(transform)
   771791    0.088    0.000    0.088    0.000 {built-in method math.ceil}
      363    0.001    0.000    0.087    0.000 pathlib.py:1053(read_text)
   147781    0.086    0.000    0.086    0.000 backends.py:627(__call__)
      271    0.086    0.000    0.086    0.000 {built-in method builtins.compile}
      682    0.005    0.000    0.086    0.000 artist.py:769(set_clip_path)
    31064    0.039    0.000    0.085    0.000 copy.py:66(copy)
       78    0.000    0.000    0.083    0.001 <frozen importlib._bootstrap_external>:999(source_to_code)
     4588    0.005    0.000    0.083    0.000 axis.py:2301(getter)
        1    0.000    0.000    0.082    0.082 AcceleratorParserStage.py:27(parse_accelerator)
      297    0.002    0.000    0.082    0.000 _compiler.py:740(compile)
    10013    0.045    0.000    0.081    0.000 cbook.py:1795(normalize_kwargs)
     1324    0.081    0.000    0.081    0.000 {method 'read' of '_io.BufferedReader' objects}
      155    0.001    0.000    0.080    0.001 _base.py:3397(tick_params)
13580/13239    0.008    0.000    0.080    0.000 contextlib.py:132(__enter__)
   467460    0.079    0.000    0.079    0.000 {built-in method math.gcd}
        1    0.000    0.000    0.079    0.079 polytools.py:1(<module>)
     1426    0.005    0.000    0.077    0.000 text.py:194(update)
        1    0.000    0.000    0.076    0.076 colors.py:1(<module>)
   468860    0.076    0.000    0.076    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.075    0.075 collections.py:1(<module>)
     1457    0.004    0.000    0.075    0.000 patches.py:306(get_transform)
   200981    0.074    0.000    0.074    0.000 port_activity.py:60(__init__)
   531906    0.074    0.000    0.074    0.000 {method 'items' of 'dict' objects}
      218    0.001    0.000    0.074    0.000 artist.py:1419(__init__)
      218    0.012    0.000    0.072    0.000 artist.py:1439(get_aliases)
   127897    0.072    0.000    0.072    0.000 MemoryAllocator.py:127(<listcomp>)
     3007    0.013    0.000    0.072    0.000 font_manager.py:602(__init__)
        1    0.000    0.000    0.071    0.071 point.py:1(<module>)
   200981    0.059    0.000    0.071    0.000 MemoryAllocator.py:283(<genexpr>)
      363    0.000    0.000    0.071    0.000 pathlib.py:1036(open)
        8    0.001    0.000    0.071    0.009 core.py:1(<module>)
        1    0.000    0.000    0.069    0.069 serialization.py:1(<module>)
       31    0.000    0.000    0.069    0.002 __init__.py:1470(inner)
13580/13239    0.012    0.000    0.069    0.000 contextlib.py:141(__exit__)
        1    0.000    0.000    0.068    0.068 entity.py:1(<module>)
     2511    0.003    0.000    0.068    0.000 transforms.py:2425(transform_affine)
    21266    0.012    0.000    0.068    0.000 artist.py:415(pchanged)
        2    0.000    0.000    0.068    0.034 constructor.py:1(<module>)
       31    0.002    0.000    0.068    0.002 _axes.py:4639(scatter)
        1    0.000    0.000    0.068    0.068 expr.py:1(<module>)
        1    0.000    0.000    0.067    0.067 ctx_fp.py:1(<module>)
        1    0.000    0.000    0.067    0.067 immutable.py:1(<module>)
        3    0.000    0.000    0.067    0.022 numbers.py:1(<module>)
     1178    0.006    0.000    0.067    0.000 font_manager.py:1308(_find_fonts_by_props)
     2545    0.006    0.000    0.066    0.000 scanner.py:156(fetch_more_tokens)
       30    0.005    0.000    0.065    0.002 __init__.py:851(_rc_params_in_file)
   146202    0.065    0.000    0.065    0.000 mapping_assist_funcs.py:66(<listcomp>)
        1    0.000    0.000    0.065    0.065 WorkloadValidator.py:109(validate)
1104/1102    0.001    0.000    0.065    0.000 inspect.py:3261(signature)
       31    0.001    0.000    0.065    0.002 SpatialMappingConversionStage.py:65(convert_user_spatial_mapping)
     1612    0.010    0.000    0.064    0.000 transforms.py:1428(__sub__)
   146202    0.064    0.000    0.064    0.000 mapping_assist_funcs.py:51(<listcomp>)
        1    0.000    0.000    0.064    0.064 json_format.py:1(<module>)
    73084    0.050    0.000    0.064    0.000 MemoryAllocator.py:261(<dictcomp>)
1104/1102    0.001    0.000    0.064    0.000 inspect.py:3007(from_callable)
   108008    0.045    0.000    0.064    0.000 __init__.py:694(_get)
    73084    0.049    0.000    0.064    0.000 MemoryAllocator.py:255(<dictcomp>)
        1    0.000    0.000    0.063    0.063 _base.py:1(<module>)
   146202    0.063    0.000    0.063    0.000 mapping_assist_funcs.py:61(<listcomp>)
     1708    0.000    0.000    0.063    0.000 validator.py:1371(_validate_nullable)
1500/1102    0.010    0.000    0.062    0.000 inspect.py:2435(_signature_from_callable)
      248    0.006    0.000    0.062    0.000 patches.py:574(_draw_paths_with_artist_properties)
    18494    0.056    0.000    0.062    0.000 Stage.py:10(__init__)
     1488    0.010    0.000    0.062    0.000 transforms.py:463(transformed)
     4112    0.014    0.000    0.062    0.000 path.py:99(__init__)
        1    0.000    0.000    0.061    0.061 _fontconfig_pattern.py:1(<module>)
    83466    0.052    0.000    0.061    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.061    0.061 ctx_base.py:1(<module>)
     4681    0.004    0.000    0.060    0.000 font_manager.py:906(copy)
      429    0.001    0.000    0.059    0.000 basic.py:182(__init_subclass__)
     5239    0.014    0.000    0.059    0.000 _base.py:839(<dictcomp>)
        3    0.000    0.000    0.059    0.020 dense.py:1(<module>)
       31    0.001    0.000    0.059    0.002 nx_pylab.py:1048(draw_networkx_labels)
      430    0.026    0.000    0.058    0.000 assumptions.py:614(_prepare_class_assumptions)
      744    0.007    0.000    0.058    0.000 patches.py:790(get_patch_transform)
3906/2821    0.030    0.000    0.058    0.000 transforms.py:2450(get_affine)
        1    0.000    0.000    0.057    0.057 axes3d.py:1(<module>)
    31365    0.057    0.000    0.057    0.000 {method 'write' of '_io.TextIOWrapper' objects}
     1134    0.004    0.000    0.057    0.000 std.py:451(fp_write)
   412160    0.057    0.000    0.057    0.000 {method 'values' of 'dict' objects}
    21427    0.057    0.000    0.057    0.000 {method 'reduce' of 'numpy.ufunc' objects}
    21545    0.035    0.000    0.057    0.000 cbook.py:285(process)
      248    0.000    0.000    0.057    0.000 __init__.py:225(compile)
   616398    0.056    0.000    0.056    0.000 {built-in method unicodedata.east_asian_width}
   127897    0.056    0.000    0.056    0.000 TemporalMapping.py:92(<listcomp>)
   146202    0.056    0.000    0.056    0.000 mapping_assist_funcs.py:56(<listcomp>)
   109626    0.056    0.000    0.056    0.000 Mapping.py:105(<listcomp>)
        1    0.000    0.000    0.055    0.055 _index_tricks_impl.py:1(<module>)
     7534    0.053    0.000    0.055    0.000 errors.py:232(__getitem__)
     1426    0.001    0.000    0.055    0.000 artist.py:1198(update)
        1    0.000    0.000    0.054    0.054 patches.py:1(<module>)
    17391    0.024    0.000    0.054    0.000 lines.py:1275(set_xdata)
     1488    0.007    0.000    0.053    0.000 axis.py:1599(_get_tick_label_size)
     2328    0.002    0.000    0.053    0.000 utils.py:194(inner)
     1303    0.006    0.000    0.053    0.000 <frozen importlib._bootstrap>:493(_init_module_attrs)
    18270    0.041    0.000    0.053    0.000 multipermute.py:62(visit)
        1    0.000    0.000    0.053    0.053 AcceleratorValidator.py:194(__init__)
       86    0.000    0.000    0.053    0.001 dispatcher.py:178(add)
     1240    0.008    0.000    0.052    0.000 font_manager.py:1238(findfont)
       86    0.000    0.000    0.052    0.001 dispatcher.py:222(reorder)
     1519    0.003    0.000    0.052    0.000 text.py:1306(set_fontproperties)
    11346    0.012    0.000    0.051    0.000 artist.py:103(_stale_axes_callback)
      372    0.004    0.000    0.051    0.000 axis.py:2793(get_tick_space)
    18333    0.038    0.000    0.050    0.000 SpatialMappingInternal.py:22(<dictcomp>)
       62    0.001    0.000    0.050    0.001 axis.py:869(clear)
     7719    0.011    0.000    0.049    0.000 fromnumeric.py:51(_wrapfunc)
   332023    0.049    0.000    0.049    0.000 {built-in method builtins.iter}
     1023    0.001    0.000    0.048    0.000 path.py:279(__deepcopy__)
    24800    0.036    0.000    0.048    0.000 cbook.py:2063(_setattr_cm)
    18333    0.030    0.000    0.048    0.000 SpatialMappingInternal.py:175(save_spatial_loop_dim_size)
